index_date,close,volume,low,open
2022-07-01,,588209993761.5017,17950.843227943074,30964.27280551235
2022-08-01,,668837567632.4827,18028.026420011625,31298.508323483376
2022-09-01,,668837567632.4827,18184.586561019758,31632.7438414544
2022-10-01,,668837567632.4827,18302.969199753083,31966.979359425426
2022-11-01,,668837567632.4827,18439.71386549065,32301.21487739645
2022-12-01,,668837567632.4827,18567.627046306086,32635.450395367476
