index_date,btc_usd,volume,low,open
2017-01-01,0.0,0.0,0.0,0.0
2017-02-01,169.87871743095013,-433177053.2930198,177.064669279721,73.523572943045
2017-03-01,185.39202924087,6221878918.040279,-66.07969829168599,150.07212317837002
2017-04-01,-35.09233773070014,-2187663613.9430294,103.28079483263093,176.90860616126997
2017-05-01,737.6712416298401,18079190373.27923,-80.48595516192574,61.58752942935007
2017-06-01,527.0158910528999,19794835005.9332,661.5858436637798,700.3513347631801
2017-07-01,103.38048124769011,-4087079760.747902,-1180.12343347707,465.14324354883956
2017-08-01,1608.2986259341797,37500908987.27801,1040.44782494658,138.30858125728037
2017-09-01,536.6143297027102,-9626119004.55371,-129.64847141319024,1574.5966484585201
2017-10-01,1367.0568674754504,-2664537512.1000977,1030.3822411468805,350.61327028945016
2017-11-01,4389.46231826377,87941976785.3858,113.69852993097948,1391.0147453071795
2017-12-01,4017.3150750646,264481156571.669,2857.6052460150504,4294.006243176839
2018-01-01,-4214.4413904883,-66678648094.747986,-6597.41603632493,3500.459159668
2018-02-01,-323.0185127501991,-144477652404.61102,-1035.1270402464706,-3153.110207395799
2018-03-01,-1527.5999094785202,-27447173364.889984,4670.807535114001,-567.8030685876001
2018-04-01,222.22380516313933,-18665572596.024017,-1350.983630494091,-1521.7609318292398
2018-05-01,-1993.5013707450798,-12273324234.408997,-524.1177788086297,836.02410040613
2018-06-01,-47.616566494089966,-15457018752.608002,-1031.6501324827605,-2454.53712395039
2018-07-01,595.2958619582605,49207078062.45499,1584.9703841158207,-294.5849230888298
2018-08-01,-816.4086978277301,-19483001392.099,-737.0734588779305,693.33167053132
2018-09-01,964.7587822563501,-4713977300.286987,1290.7251341659803,-886.7855790139602
2018-10-01,-1358.05030509668,-24576211229.837997,-262.49843387695,683.3298407925095
2018-11-01,-1941.9005410388208,37440919993.90901,-3256.2978972023006,-1213.1977991855692
2018-12-01,-298.7663972397295,-245660438.06100464,2210.1460372703505,-1870.7516176335803
2019-01-01,-325.5919988113001,-27680125968.371002,170.51924746422037,-359.69085206697036
2019-02-01,122.5803257572502,35492729968.14899,265.36101248639943,-93.83121753294972
2019-03-01,1126.2188344339897,97705377823.56302,771.0155478177403,61.188991544569944
2019-04-01,103.5734726139599,99093264313.30597,57.17303224812031,1134.3110967828202
2019-05-01,2978.31598489877,174291484176.64703,-1.5287096086603924,459.3615617104497
2019-06-01,3827.0098367726296,145873391721.44495,1404.06872850339,2882.27692362203
2019-07-01,-2145.8671813420697,192506744668.99902,-564.832825924721,3236.77199650666
2019-08-01,-322.9712316206187,-235748101044.411,-1957.1154124757386,-1781.3075298574204
2019-09-01,197.46241896081847,-78932853368.78003,-439.8381072737002,-526.7322738993989
2019-10-01,-462.6150227561193,93511746882.09302,961.7449624675392,-76.6807097610199
2019-11-01,-1090.3584590804103,61501761882.72705,-819.7666640949392,-329.46145841218095
2019-12-01,-498.2280936720699,-80393110851.48401,338.0555950868902,-992.9973581969898
2020-01-01,2168.28405064079,89849439343.46802,-226.75938889894041,-523.0696816670197
2020-02-01,-1571.9953003178098,316480839687.152,1782.3358496543196,2548.9264054262503
2020-03-01,-998.64309137497,150170960744.94995,-5003.985880067819,-1662.52352806638
2020-04-01,694.67491233087,-226556750841.01196,6520.148000051389,-983.0812548305403
2020-05-01,1178.1718310529795,-145805902.26501465,-1062.58442007325,1286.9186642369496
2020-06-01,1410.9275833370102,-307987017932.83997,-1039.9647800835683,891.5150251602008
2020-07-01,651.3837330189999,46546014866.797,-473.9929014116624,555.2934794592402
2020-08-01,781.0738528375005,149389282588.38098,1112.457419642391,1270.5969512785086
2020-09-01,724.4927601952004,419571976339.01904,-1613.7348931204397,326.1854193586005
2020-10-01,1124.2394008927986,-106943987946.56006,1289.1534941422997,367.7142680916004
2020-11-01,6721.272017594201,-1356453303.2700195,2383.8758603277,1277.6400419392994
2020-12-01,9304.936815506098,63533194350.78003,599.8889003918994,6588.834351483501
2021-01-01,3977.792671301999,624352879806.3201,4948.613319827,9338.326304887
2021-02-01,7154.369123664401,190899402126.3999,-6980.9989080712,5162.258857021996
2021-03-01,18939.7891852228,-486213912419.73,9940.852948088701,7254.083241582906
