index_date,eth_usd_observed,eth_usd_fitted,eth_usd_predicted,std_error,ci_95_lower,ci_95_upper
2021-04-12,2139.353271484375,2213.667772339037,,,,
2021-04-13,2299.187744140625,2227.690001817515,,,,
2021-04-14,2435.10498046875,2304.9738031777074,,,,
2021-04-15,2519.1162109375,2472.2734420187153,,,,
2021-04-16,2431.946533203125,2513.205041612942,,,,
2021-04-17,2344.89501953125,2466.892912913077,,,,
2021-04-18,2237.136962890625,2282.2422014853446,,,,
2021-04-19,2166.188720703125,2283.50473386063,,,,
2021-04-20,2330.2109375,2288.08404547668,,,,
2021-04-21,2364.751708984375,2330.743427314276,,,,
2021-04-22,2403.53515625,2499.2258441863587,,,,
2021-04-23,2363.586181640625,2132.3056331154767,,,,
2021-04-24,2211.625732421875,2411.8690086625147,,,,
2021-04-25,2316.0595703125,2395.263803250286,,,,
2021-04-26,2534.481689453125,2231.549438987311,,,,
2021-04-27,2662.865234375,2552.2981477217018,,,,
2021-04-28,2746.380126953125,2765.5318442355097,,,,
2021-04-29,2756.876953125,2862.1850108185,,,,
2021-04-30,2773.20703125,2875.6593188512716,,,,
2021-05-01,2945.892822265625,2555.7556068597974,,,,
2021-05-02,2952.05615234375,2892.8930675454,,,,
2021-05-03,3431.086181640625,3222.4551705055424,,,,
2021-05-04,3253.62939453125,3466.443297159472,,,,
2021-05-05,3522.783203125,3332.4031085827623,,,,
2021-05-06,3490.88037109375,3499.778212011905,,,,
2021-05-07,3484.72900390625,3609.5521101571185,,,,
2021-05-08,3902.647705078125,3625.1103025836314,,,,
2021-05-09,3928.8447265625,3770.8337599798638,,,,
2021-05-10,3952.2939453125,4228.194352762406,,,,
2021-05-11,4168.701171875,4051.266754298638,,,,
2021-05-12,3785.8486328125,4345.758643538929,,,,
2021-05-13,3715.1484375,3594.626427421378,,,,
2021-05-14,4079.057373046875,3820.5820480850725,,,,
2021-05-15,3638.1220703125,4129.355022771324,,,,
2021-05-16,3587.506103515625,3754.201805630246,,,,
2021-05-17,3282.397705078125,3570.4085186767975,,,,
2021-05-18,3380.070068359375,3590.7473860700147,,,,
2021-05-19,2460.67919921875,2688.035400209257,,,,
2021-05-20,2784.294189453125,2859.3524866126904,,,,
2021-05-21,2430.621337890625,2808.687449155265,,,,
2021-05-22,2295.70556640625,2291.3123475796497,,,,
2021-05-23,2109.579833984375,2189.648842700068,,,,
2021-05-24,2643.591064453125,2423.827549795579,,,,
2021-05-25,2706.62890625,2511.103345751905,,,,
2021-05-26,2888.69873046875,2360.032913890886,,,,
2021-05-27,2736.488525390625,2798.1997258418032,,,,
2021-05-28,2419.90625,2658.738775256522,,,,
2021-05-29,2279.51416015625,2286.878855373841,,,,
2021-05-30,2390.305419921875,2220.2265767204635,,,,
2021-05-31,2714.9453125,2413.3144050214332,,,,
2021-06-01,2633.518310546875,2752.1907143752283,,,,
2021-06-02,2706.125,2600.2118942195866,,,,
2021-06-03,2855.12646484375,2666.7613588573195,,,,
2021-06-04,2688.195068359375,2413.352504594114,,,,
2021-06-05,2630.576904296875,2681.4723913180155,,,,
2021-06-06,2715.0927734375,2692.387970078416,,,,
2021-06-07,2590.26318359375,2877.4243782083317,,,,
2021-06-08,2517.438720703125,2482.30042041086,,,,
2021-06-09,2608.26708984375,2754.537333981178,,,,
2021-06-10,2471.5185546875,2680.944961493679,,,,
2021-06-11,2353.768798828125,2230.8487920236175,,,,
2021-06-12,2372.484375,2130.562941270151,,,,
2021-06-13,2508.3916015625,2555.033222420578,,,,
2021-06-14,2537.89111328125,2629.4541143745746,,,,
2021-06-15,2610.936767578125,2542.3860994620222,,,,
2021-06-16,2367.66357421875,2423.127433302094,,,,
2021-06-17,2372.001953125,2452.440366810569,,,,
2021-06-18,2231.733154296875,2274.5073433587727,,,,
2021-06-19,2178.4990234375,2202.954110131564,,,,
2021-06-20,2246.364501953125,2201.348547905876,,,,
2021-06-21,1888.447509765625,2126.482784758759,,,,
2021-06-22,1874.9500732421875,1984.5278466233074,,,,
2021-06-23,1989.736328125,1872.2358538256376,,,,
2021-06-24,1988.456298828125,1791.175208953514,,,,
2021-06-25,1813.21728515625,1892.4616808180026,,,,
2021-06-26,1829.2392578125,1784.9623171253386,,,,
2021-06-27,1978.8946533203125,2026.0988812786677,,,,
2021-06-28,2079.657470703125,1859.0125540531253,,,,
2021-06-29,2160.768310546875,2092.556834948453,,,,
2021-06-30,2274.547607421875,2066.285071457486,,,,
2021-07-01,2113.60546875,2256.7225937732596,,,,
2021-07-02,2150.040283203125,2049.720875302846,,,,
2021-07-03,2226.1142578125,2183.3861269141366,,,,
2021-07-04,2321.72412109375,2307.183218230313,,,,
2021-07-05,2198.58251953125,2083.7535861642436,,,,
2021-07-06,2324.679443359375,2348.7292403755046,,,,
2021-07-07,2315.161865234375,2454.5729511565205,,,,
2021-07-08,2120.0263671875,2117.1981842641917,,,,
2021-07-09,2146.6923828125,2071.203392099919,,,,
2021-07-10,2111.403564453125,2224.5953031457634,,,,
2021-07-11,2139.664794921875,2171.6024436771077,,,,
2021-07-12,2036.7210693359373,2101.543519153154,,,,
2021-07-13,1940.083984375,2074.136397298976,,,,
2021-07-14,1994.331298828125,2045.3176744459406,,,,
2021-07-15,1911.1756591796875,1895.6497674691698,,,,
2021-07-16,1880.3829345703125,1869.8709719903447,,,,
2021-07-17,1898.8251953125,1818.786464396566,,,,
2021-07-18,1895.5521240234373,2006.8813815266626,,,,
2021-07-19,1817.296630859375,1814.4574942656861,,,,
2021-07-20,1787.5107421875,1765.3709608752893,,,,
2021-07-21,1990.9708251953125,1914.4055613874625,,,,
2021-07-22,2025.2027587890625,1885.2933861026672,,,,
2021-07-23,2124.776611328125,2025.6902867036383,,,,
2021-07-24,2189.21875,2123.7887953060545,,,,
2021-07-25,2191.373779296875,2153.7533770196146,,,,
2021-07-26,2233.36669921875,2300.982263527904,,,,
2021-07-27,2298.33349609375,2056.5367687140497,,,,
2021-07-28,2296.54541015625,2343.2387087372717,,,,
2021-07-29,2380.956787109375,2378.8570309703364,,,,
2021-07-30,2466.96142578125,2444.851959910081,,,,
2021-07-31,2536.2099609375,2515.7729809606417,,,,
2021-08-01,2561.85205078125,2566.188502416816,,,,
2021-08-02,2610.1533203125,2435.138961729479,,,,
2021-08-03,2502.349609375,2667.872446680092,,,,
2021-08-04,2724.619873046875,2689.862205603264,,,,
2021-08-05,2827.328857421875,2706.590429662958,,,,
2021-08-06,2890.941650390625,2978.8560194118177,,,,
2021-08-07,3157.23876953125,3043.9917351751637,,,,
2021-08-08,3013.732666015625,3028.42296497344,,,,
2021-08-09,3167.856201171875,3057.4650568464103,,,,
2021-08-10,3141.691162109375,3310.868717955825,,,,
2021-08-11,3164.2451171875,3200.91555013721,,,,
2021-08-12,3043.414306640625,3100.7042775114214,,,,
2021-08-13,3322.211669921875,3187.0678538880866,,,,
2021-08-14,3265.443359375,3432.178456693227,,,,
2021-08-15,3310.504150390625,3237.4662256655165,,,,
2021-08-16,3156.509521484375,3457.719151942248,,,,
2021-08-17,3014.845947265625,3055.113410189819,,,,
2021-08-18,3020.08984375,2952.367524807709,,,,
2021-08-19,3182.7021484375,3141.0337359488462,,,,
2021-08-20,3286.935302734375,3393.56601551913,,,,
2021-08-21,3226.083984375,3307.211393513637,,,,
2021-08-22,3242.115478515625,3189.676284230671,,,,
2021-08-23,3319.25732421875,3302.1706143361207,,,,
2021-08-24,3172.456298828125,3140.945114686499,,,,
2021-08-25,3224.915283203125,3178.8884746233507,,,,
2021-08-26,3100.325439453125,3311.6310172738076,,,,
2021-08-27,3270.600830078125,3270.0545039219496,,,,
2021-08-28,3244.4033203125,3194.7635020292078,,,,
2021-08-29,3227.002685546875,3273.98809985353,,,,
2021-08-30,3224.374267578125,3178.0280382788465,,,,
2021-08-31,3433.732666015625,3184.0292471581542,,,,
2021-09-01,3834.828125,3619.5430783609636,,,,
2021-09-02,3790.989990234375,3750.0612169125116,,,,
2021-09-03,3940.61474609375,3929.8600198563236,,,,
2021-09-04,3887.828369140625,3897.058547564787,,,,
2021-09-05,3952.133544921875,3938.657325456871,,,,
2021-09-06,3928.37939453125,3907.5261476726732,,,,
2021-09-07,3426.394287109375,3708.7905453634535,,,,
2021-09-08,3497.315185546875,3840.806514023609,,,,
2021-09-09,3427.340087890625,3519.123022958417,,,,
2021-09-10,3211.505859375,3286.13461879282,,,,
2021-09-11,3270.278076171875,3197.720493950614,,,,
2021-09-12,3410.134521484375,3402.121408419736,,,,
2021-09-13,3285.51171875,3294.712760548098,,,,
2021-09-14,3429.169677734375,3371.1269426994913,,,,
2021-09-15,3615.28271484375,3536.3210009637933,,,,
2021-09-16,3571.294921875,3497.9864805739903,,,,
2021-09-17,3398.538818359375,3515.981181677087,,,,
2021-09-18,3432.018310546875,3527.027114949911,,,,
2021-09-19,3329.447998046875,3391.9479609881214,,,,
2021-09-20,2958.993408203125,3182.677021882784,,,,
2021-09-21,2764.43115234375,2845.23951670206,,,,
2021-09-22,3077.867919921875,2890.137975171982,,,,
2021-09-23,3155.523681640625,3003.789428049563,,,,
2021-09-24,2931.669189453125,2942.4168991841175,,,,
2021-09-25,2925.565673828125,3042.8001679877325,,,,
2021-09-26,3062.265380859375,3020.5435224178204,,,,
2021-09-27,2934.138916015625,2889.704165818533,,,,
2021-09-28,2807.296630859375,2670.2546757696755,,,,
2021-09-29,2853.143310546875,3039.9492227021647,,,,
2021-09-30,3001.678955078125,3006.1173607701508,,,,
2021-10-01,3307.51611328125,3003.8680882658737,,,,
2021-10-02,3391.6943359375,3202.040132969616,,,,
2021-10-03,3418.358642578125,3389.3920048105833,,,,
2021-10-04,3380.089111328125,3195.0285915208565,,,,
2021-10-05,3518.5185546875,3433.24496838031,,,,
2021-10-06,3580.56201171875,3574.428950500805,,,,
2021-10-07,3587.974853515625,3661.999950151789,,,,
2021-10-08,3563.75927734375,3698.2212916429767,,,,
2021-10-09,3575.716796875,3521.211348851397,,,,
2021-10-10,3425.852783203125,3565.885025873182,,,,
2021-10-11,3545.35400390625,3456.89899273804,,,,
2021-10-12,3492.5732421875,3498.7509091203046,,,,
2021-10-13,3606.20166015625,3606.200322822466,,,,
2021-10-14,3786.01416015625,3755.267687824855,,,,
2021-10-15,3862.634765625,3813.420583708127,,,,
2021-10-16,3830.382080078125,3925.5522040390733,,,,
2021-10-17,3847.1044921875,3758.1526148869,,,,
2021-10-18,3748.76025390625,3911.7042741398145,,,,
2021-10-19,3877.65087890625,3831.9672278563867,,,,
2021-10-20,4155.9921875,4009.745165295967,,,,
2021-10-21,4054.32275390625,4180.069644102478,,,,
2021-10-22,3970.181884765625,3944.9173679516466,,,,
2021-10-23,4171.66357421875,4075.59464002434,,,,
2021-10-24,4087.903076171875,4181.132679396321,,,,
2021-10-25,4217.876953125,4140.452809367055,,,,
2021-10-26,4131.10205078125,4179.804678769844,,,,
2021-10-27,3930.25732421875,4194.178226071958,,,,
2021-10-28,4287.31884765625,3975.826478002399,,,,
2021-10-29,4414.74658203125,4479.058172978104,,,,
2021-10-30,4325.650390625,4402.473147307803,,,,
2021-10-31,4288.07421875,4309.772631871153,,,,
2021-11-01,4324.626953125,4245.433438588887,,,,
2021-11-02,4584.798828125,4469.022777033772,,,,
2021-11-03,4607.19384765625,4572.058246101398,,,,
2021-11-04,4537.32421875,4647.000697139203,,,,
2021-11-05,4486.2431640625,4662.391297330412,,,,
2021-11-06,4521.5810546875,4506.7863811890575,,,,
2021-11-07,4620.5546875,4545.019278010274,,,,
2021-11-08,4812.08740234375,4669.647250861652,,,,
2021-11-09,4735.06884765625,4782.818735680358,,,,
2021-11-10,4636.17431640625,4681.15010575906,,,,
2021-11-11,4730.38427734375,4879.9204468754215,,,,
2021-11-12,4667.115234375,4640.239065229962,,,,
2021-11-13,4651.46044921875,4688.732702100269,,,,
2021-11-14,4626.35888671875,4620.8713018631,,,,
2021-11-15,4557.50390625,4780.487995288278,,,,
2021-11-16,4216.365234375,4526.6275878589595,,,,
2021-11-17,4287.59375,4027.9239641328363,,,,
2021-11-18,4000.65087890625,4358.0840300307655,,,,
2021-11-19,4298.306640625,4148.6729475787,,,,
2021-11-20,4409.93115234375,4265.589143661969,,,,
2021-11-21,4269.73291015625,4307.990704351918,,,,
2021-11-22,4088.457763671875,4227.509418172802,,,,
2021-11-23,4340.763671875,4155.2057330508305,,,,
2021-11-24,4239.9814453125,4354.566992726605,,,,
2021-11-25,4274.7431640625,4167.836777955976,,,,
2021-11-26,4030.908935546875,4102.586508684229,,,,
2021-11-27,4096.912109375,4082.645449217197,,,,
2021-11-28,4294.45361328125,4175.329648896312,,,,
2021-11-29,4445.10498046875,4335.267101675431,,,,
2021-11-30,4631.47900390625,4387.13567078581,,,,
2021-12-01,4586.990234375,4656.032266903762,,,,
2021-12-02,4511.30224609375,4273.716006298098,,,,
2021-12-03,4220.7060546875,4545.675304710632,,,,
2021-12-04,4119.58740234375,4161.915377605425,,,,
2021-12-05,4198.32275390625,4525.336487814095,,,,
2021-12-06,4358.7373046875,4054.0857934113055,,,,
2021-12-07,4315.0615234375,4419.211976576081,,,,
2021-12-08,4439.35791015625,4319.012192445268,,,,
2021-12-09,4119.81591796875,4359.635347985786,,,,
2021-12-10,3908.49609375,3929.0874137105147,,,,
2021-12-11,4084.452392578125,4007.3347813686137,,,,
2021-12-12,4134.453125,4002.788931428467,,,,
2021-12-13,3784.226806640625,4124.292977783959,,,,
2021-12-14,3745.4404296875,3938.535789618802,,,,
2021-12-15,4018.388671875,3946.643143384041,,,,
2021-12-16,3962.4697265625,3846.485446017857,,,,
2021-12-17,3879.486572265625,3548.9650575617293,,,,
2021-12-18,3960.860107421875,4160.317172344972,,,,
2021-12-19,3922.592529296875,3894.7312126002153,,,,
2021-12-20,3933.844482421875,3793.9391441553516,,,,
2021-12-21,4020.260009765625,3964.7829130194455,,,,
2021-12-22,3982.099609375,4186.530770883294,,,,
2021-12-23,4108.015625,3856.376773615021,,,,
2021-12-24,4047.98291015625,4029.493167605491,,,,
2021-12-25,4093.281005859375,4137.272227603725,,,,
2021-12-26,4067.328125,4000.175840465371,,,,
2021-12-27,4037.547607421875,4060.01598533997,,,,
2021-12-28,3800.89306640625,3876.1186110463923,,,,
2021-12-29,3628.53173828125,3849.957963065172,,,,
2021-12-30,3713.85205078125,3763.025554417484,,,,
2021-12-31,3682.6328125,3710.4596701307873,,,,
2022-01-01,3769.697021484375,3641.594073832643,,,,
2022-01-02,3829.56494140625,3740.175378516293,,,,
2022-01-03,3761.38037109375,3855.943225896267,,,,
2022-01-04,3794.056640625,3775.6290735119164,,,,
2022-01-05,3550.386962890625,3548.348234737854,,,,
2022-01-06,3418.408203125,3556.7464005921256,,,,
2022-01-07,3193.21044921875,3385.848785890075,,,,
2022-01-08,3091.97265625,3283.140692146929,,,,
2022-01-09,3157.75146484375,3148.400895082702,,,,
2022-01-10,3083.097900390625,2962.4636957727785,,,,
2022-01-11,3238.111572265625,3142.9931449748924,,,,
2022-01-12,3372.25830078125,3190.3630631981205,,,,
2022-01-13,3248.28857421875,3232.5839150979264,,,,
2022-01-14,3310.00146484375,3100.8278302277463,,,,
2022-01-15,3330.53076171875,3361.942121877946,,,,
2022-01-16,3350.921875,3394.494738944687,,,,
2022-01-17,3212.304931640625,3263.8569701001575,,,,
2022-01-18,3164.025146484375,3201.651382076046,,,,
2022-01-19,3095.825927734375,3160.42080233262,,,,
2022-01-20,3001.1201171875,3107.706464320171,,,,
2022-01-21,2557.931640625,2623.5939602575195,,,,
2022-01-22,2405.18115234375,2468.547334602011,,,,
2022-01-23,2535.0390625,2600.2219173883354,,,,
2022-01-24,2440.352294921875,2411.744516097151,,,,
2022-01-25,2455.93505859375,2522.650813765709,,,,
2022-01-26,2468.0302734375,2534.171469519052,,,,
2022-01-27,2423.001220703125,2140.318864116759,,,,
2022-01-28,2547.092041015625,2462.3267223204134,,,,
2022-01-29,2597.084716796875,2597.9376332955826,,,,
2022-01-30,2603.466552734375,2544.196375923621,,,,
2022-01-31,2688.27880859375,2534.7855059057165,,,,
2022-02-01,2792.1171875,2725.163569534346,,,,
2022-02-02,2682.85400390625,2655.8268297775603,,,,
2022-02-03,2679.16259765625,2691.36834483031,,,,
2022-02-04,2983.5869140625,2801.137713272992,,,,
2022-02-05,3014.648193359375,2834.001925056202,,,,
2022-02-06,3057.47607421875,2949.517147299202,,,,
2022-02-07,3142.470703125,3218.223228147552,,,,
2022-02-08,3122.608642578125,3121.6792419126687,,,,
2022-02-09,3239.45703125,3070.621466255181,,,,
2022-02-10,3077.482177734375,3296.4900017876307,,,,
2022-02-11,2927.383544921875,3120.224809019508,,,,
2022-02-12,2917.36279296875,2927.437017322617,,,,
2022-02-13,2883.46337890625,3001.738707497932,,,,
2022-02-14,2933.47900390625,2981.118721079646,,,,
2022-02-15,3179.877197265625,3012.0685829945196,,,,
2022-02-16,3127.830078125,3123.649217233824,,,,
2022-02-17,2881.48193359375,3032.7408941180497,,,,
2022-02-18,2785.7275390625,2905.179990928645,,,,
2022-02-19,2763.701171875,2783.9084523943166,,,,
2022-02-20,2628.6484375,2749.674077493662,,,,
2022-02-21,2573.816162109375,2724.2005087911307,,,,
2022-02-22,2639.29931640625,2563.161327982789,,,,
2022-02-23,2590.359619140625,2753.0352396830176,,,,
2022-02-24,2598.067138671875,2340.881077707987,,,,
2022-02-25,2764.53564453125,2700.7519999012006,,,,
2022-02-26,2781.11181640625,2730.3626243242325,,,,
2022-02-27,2621.8017578125,2563.0025574654223,,,,
2022-02-28,2919.201171875,2701.2088913446746,,,,
2022-03-01,2972.485107421875,3131.6420778025663,,,,
2022-03-02,2950.118408203125,2909.29762816504,,,,
2022-03-03,2834.468994140625,2815.531734931982,,,,
2022-03-04,2617.156005859375,2724.406983288472,,,,
2022-03-05,2664.8310546875,2714.381556007926,,,,
2022-03-06,2555.037353515625,2588.943984389502,,,,
2022-03-07,2497.771240234375,2547.1128230626646,,,,
2022-03-08,2576.74755859375,2582.68867700005,,,,
2022-03-09,2729.783447265625,2598.648985795432,,,,
2022-03-10,2608.048583984375,2686.1133116931937,,,,
2022-03-11,2559.56298828125,2529.3075996234106,,,,
2022-03-12,2574.754150390625,2583.8062651325026,,,,
2022-03-13,2518.944580078125,2486.54973128714,,,,
2022-03-14,2590.696044921875,2625.301891640878,,,,
2022-03-15,2620.149658203125,2628.603627982468,,,,
2022-03-16,2772.0556640625,2747.0242389665555,,,,
2022-03-17,2814.8544921875,2723.707511660562,,,,
2022-03-18,2945.343017578125,2722.629913805413,,,,
2022-03-19,2946.257080078125,2921.6849162539706,,,,
2022-03-20,2860.459228515625,2865.160462615764,,,,
2022-03-21,2897.9765625,2923.1639971456525,,,,
2022-03-22,2973.131103515625,2973.267219621674,,,,
2022-03-23,3031.067138671875,3002.468371047034,,,,
2022-03-24,3108.06201171875,3101.763900216352,,,,
2022-03-25,3106.67138671875,3163.5420697389204,,,,
2022-03-26,3143.178955078125,3066.40433696143,,,,
2022-03-27,3291.57763671875,3163.452643304532,,,,
2022-03-28,3336.634521484375,3366.0466620145867,,,,
2022-03-29,3401.98779296875,3351.2827259867945,,,,
2022-03-30,3385.157958984375,3436.8678801463775,,,,
2022-03-31,3281.642822265625,3446.8374349446626,,,,
2022-04-01,3449.55224609375,3378.20065964563,,,,
2022-04-02,3445.059326171875,3519.9849177288456,,,,
2022-04-03,3522.83349609375,3448.7701706840353,,,,
2022-04-04,3521.2412109375,3445.8104630147573,,,,
2022-04-05,3411.79248046875,3649.016006233043,,,,
2022-04-06,3171.69189453125,3414.1204271569095,,,,
2022-04-07,3233.274658203125,3142.3812257341406,,,,
2022-04-08,3192.073974609375,3265.4791257127945,,,,
2022-04-09,3261.916259765625,3217.1711951462653,,,,
2022-04-10,3211.866943359375,3367.2468484651945,,,,
2022-04-11,2981.05224609375,3142.7630367066845,,,,
2022-04-12,3030.37646484375,2992.1633252180236,,,,
2022-04-13,3118.34423828125,3008.50767652704,,,,
2022-04-14,3019.909423828125,3032.808401048611,,,,
2022-04-15,3040.91650390625,3051.6895211998185,,,,
2022-04-16,3062.310302734375,3089.7073118459307,,,,
2022-04-17,2993.4033203125,3076.485239841868,,,,
2022-04-18,3057.606689453125,2932.297061330013,,,,
2022-04-19,3104.1064453125,3044.612007224328,,,,
2022-04-20,3077.745849609375,3040.279972909555,,,,
2022-04-21,2987.480712890625,3032.8694449251675,,,,
2022-04-22,2964.835693359375,2926.1639644192123,,,,
2022-04-23,2938.114013671875,3023.937796094104,,,,
2022-04-24,2922.732666015625,2920.546402322672,,,,
2022-04-25,3009.3935546875,2883.1684067814886,,,,
2022-04-26,2808.29833984375,2960.3426433520576,,,,
2022-04-27,2888.9296875,2875.6817869645142,,,,
2022-04-28,2936.94091796875,2838.7993524356675,,,,
2022-04-29,2815.601806640625,2890.1523200121874,,,,
2022-04-30,2730.186767578125,2798.5454394902026,,,,
2022-05-01,2827.756103515625,2736.5224808273238,,,,
2022-05-02,2857.410400390625,2906.2320632818696,,,,
2022-05-03,2783.476318359375,2725.507197218249,,,,
2022-05-04,2940.644775390625,2883.45415226554,,,,
2022-05-05,2749.213134765625,2847.697973567105,,,,
2022-05-06,2694.979736328125,2710.1206388523333,,,,
2022-05-07,2636.093017578125,2651.9179196164887,,,,
2022-05-08,2517.4599609375,2609.3941805674935,,,,
2022-05-09,2245.430419921875,2503.857028019799,,,,
2022-05-10,2343.510986328125,2210.391675366331,,,,
2022-05-11,2072.108642578125,2286.5299753206386,,,,
2022-05-12,1961.7015380859373,1956.604518413644,,,,
2022-05-13,2014.418212890625,2107.3583172545736,,,,
2022-05-14,2056.27392578125,1860.7789683598844,,,,
2022-05-15,2145.706787109375,2025.319642366308,,,,
2022-05-16,2022.7259521484373,2060.2910559484885,,,,
2022-05-17,2090.4091796875,2084.5307145519496,,,,
2022-05-18,1916.6561279296875,1959.0037501974787,,,,
2022-05-19,2018.336181640625,1890.0860518562565,,,,
2022-05-20,1961.315673828125,1930.6808528902397,,,,
2022-05-21,1974.518310546875,1986.505898627944,,,,
2022-05-22,2043.170166015625,2001.8888984755176,,,,
2022-05-23,1972.181884765625,1883.622879449945,,,,
2022-05-24,1978.9827880859373,1950.0174381212094,,,,
