index_date,close,high,low
2021-01-01,730.3675537109375,749.2018432617188,719.792236328125
2021-01-02,774.5349731445312,786.7984619140625,718.1094970703125
2021-01-03,975.5076904296875,1006.5650024414062,771.5616455078125
2021-01-04,1040.2330322265625,1153.189208984375,912.3053588867188
2021-01-05,1100.006103515625,1129.3714599609375,986.811279296875
2021-01-06,1207.1121826171875,1209.4285888671875,1064.2333984375
2021-01-07,1225.6781005859375,1282.57958984375,1167.443115234375
2021-01-08,1224.1971435546875,1273.8275146484375,1076.08154296875
2021-01-09,1281.0772705078125,1303.871826171875,1182.2703857421875
2021-01-10,1262.2467041015625,1347.9261474609375,1194.715576171875
2021-01-11,1090.1453857421875,1261.6229248046875,924.922607421875
2021-01-12,1043.4345703125,1149.240234375,1012.76416015625
2021-01-13,1130.7393798828125,1134.3385009765625,994.549072265625
2021-01-14,1218.4530029296875,1244.1630859375,1093.060791015625
2021-01-15,1171.8345947265625,1250.505859375,1090.7210693359375
2021-01-16,1233.53759765625,1290.0535888671875,1157.623779296875
2021-01-17,1230.1722412109375,1265.6446533203125,1174.3885498046875
2021-01-18,1257.279541015625,1259.4500732421875,1187.31103515625
2021-01-19,1377.2958984375,1432.300048828125,1254.52294921875
2021-01-20,1382.2740478515625,1405.744140625,1243.2999267578125
2021-01-21,1121.5709228515625,1382.6844482421875,1098.4761962890625
2021-01-22,1236.51220703125,1271.6876220703125,1046.5965576171875
2021-01-23,1230.9906005859375,1272.151123046875,1200.893310546875
2021-01-24,1391.609375,1395.111328125,1225.2740478515625
2021-01-25,1324.414794921875,1467.784912109375,1304.9739990234375
2021-01-26,1357.05810546875,1376.0850830078125,1253.34033203125
2021-01-27,1253.1871337890625,1368.0740966796875,1215.311279296875
2021-01-28,1332.4921875,1356.2886962890625,1226.1739501953125
2021-01-29,1382.5228271484375,1428.981201171875,1292.2401123046875
2021-01-30,1376.115478515625,1402.3997802734375,1328.529052734375
2021-01-31,1314.9862060546875,1378.916015625,1288.5015869140625
2021-02-01,1369.04052734375,1373.8458251953125,1274.3577880859375
2021-02-02,1515.1937255859375,1542.990966796875,1362.771240234375
2021-02-03,1660.9095458984375,1660.9095458984375,1510.01025390625
2021-02-04,1594.7626953125,1689.1866455078125,1561.853515625
2021-02-05,1718.65087890625,1756.510986328125,1594.7933349609375
2021-02-06,1677.8468017578125,1738.314453125,1649.0687255859375
2021-02-07,1614.227783203125,1690.03662109375,1501.750244140625
2021-02-08,1746.6168212890625,1770.5908203125,1571.5799560546875
2021-02-09,1768.0350341796875,1815.963623046875,1711.62060546875
2021-02-10,1744.243408203125,1826.69677734375,1686.5423583984375
2021-02-11,1783.7979736328125,1806.5390625,1708.67919921875
2021-02-12,1843.5325927734375,1861.35693359375,1744.1689453125
2021-02-13,1814.10986328125,1871.603515625,1770.612060546875
2021-02-14,1805.0841064453125,1848.154052734375,1789.9141845703125
2021-02-15,1779.791015625,1833.83056640625,1683.9066162109375
2021-02-16,1781.0675048828125,1824.5186767578125,1729.6419677734375
2021-02-17,1848.458251953125,1853.6676025390625,1736.705810546875
2021-02-18,1937.44921875,1949.9034423828125,1848.206298828125
2021-02-19,1960.164794921875,1969.5469970703125,1896.6844482421875
