index_date,btc_usd_observed,btc_usd_fitted,btc_usd_predicted,std_error,ci_95_lower,ci_95_upper
2022-07-25,21361.701171875,22883.0983617272,,,,
2022-07-26,21239.75390625,21881.636171697188,,,,
2022-07-27,22930.548828125,22229.348249004674,,,,
2022-07-28,23843.88671875,24032.529021159717,,,,
2022-07-29,23804.6328125,22937.02762132915,,,,
2022-07-30,23656.20703125,23754.368315273143,,,,
2022-07-31,23336.896484375,23233.781735307603,,,,
2022-08-01,23314.19921875,22923.902998310437,,,,
2022-08-02,22978.1171875,24169.34412470548,,,,
2022-08-03,22846.5078125,23323.934956686422,,,,
2022-08-04,22630.95703125,23085.694072965132,,,,
2022-08-05,23289.314453125,22895.43885727358,,,,
2022-08-06,22961.279296875,22963.548583278865,,,,
2022-08-07,23175.890625,23202.09077631885,,,,
2022-08-08,23809.486328125,23539.930520037295,,,,
2022-08-09,23164.318359375,22720.1203707399,,,,
2022-08-10,23947.642578125,23081.980752953288,,,,
2022-08-11,23957.529296875,25080.45897988339,,,,
2022-08-12,24402.818359375,24092.181595374266,,,,
2022-08-13,24424.068359375,24047.20549208388,,,,
2022-08-14,24319.333984375,24671.421053577975,,,,
2022-08-15,24136.97265625,24184.676477259927,,,,
2022-08-16,23883.291015625,23062.072081263883,,,,
2022-08-17,23335.998046875,24586.18246090842,,,,
2022-08-18,23212.73828125,22348.70173913528,,,,
2022-08-19,20877.552734375,24038.900152604638,,,,
2022-08-20,21166.060546875,20711.841577254087,,,,
2022-08-21,21534.12109375,21461.153946356124,,,,
2022-08-22,21398.908203125,21615.83827994715,,,,
2022-08-23,21528.087890625,21752.827747554235,,,,
2022-08-24,21395.01953125,20868.123249842574,,,,
2022-08-25,21600.904296875,20749.71172392377,,,,
2022-08-26,20260.01953125,19775.073576305353,,,,
2022-08-27,20041.73828125,20090.954723021085,,,,
2022-08-28,19616.814453125,20192.25886859316,,,,
2022-08-29,20297.994140625,20020.44126948931,,,,
2022-08-30,19796.80859375,20316.44907780832,,,,
2022-08-31,20049.763671875,19312.44575300056,,,,
2022-09-01,20127.140625,20011.541969285157,,,,
2022-09-02,19969.771484375,18670.603860465475,,,,
2022-09-03,19832.087890625,19931.889945057483,,,,
2022-09-04,19986.712890625,19063.653393119275,,,,
2022-09-05,19812.37109375,20396.25494300925,,,,
2022-09-06,18837.66796875,19436.99777131505,,,,
2022-09-07,19290.32421875,18650.238693009207,,,,
2022-09-08,19329.833984375,20117.53920575873,,,,
2022-09-09,21381.15234375,19216.534130375592,,,,
2022-09-10,21680.5390625,21197.04311287816,,,,
2022-09-11,21769.255859375,21340.62273022914,,,,
2022-09-12,22370.44921875,22178.104831470573,,,,
2022-09-13,20296.70703125,20741.150927608567,,,,
2022-09-14,20241.08984375,20976.322171910255,,,,
2022-09-15,19701.2109375,20562.542642079647,,,,
2022-09-16,19772.583984375,21287.190221906032,,,,
2022-09-17,20127.576171875,20601.991292765357,,,,
2022-09-18,19419.505859375,20336.94987115651,,,,
2022-09-19,19544.12890625,19031.321097004067,,,,
2022-09-20,18890.7890625,18167.789269769157,,,,
2022-09-21,18547.400390625,19654.28103583794,,,,
2022-09-22,19413.55078125,17178.385320400135,,,,
2022-09-23,19297.638671875,20105.086279706924,,,,
2022-09-24,18937.01171875,20249.058436165316,,,,
2022-09-25,18802.09765625,19037.345374848228,,,,
2022-09-26,19222.671875,19045.9316206956,,,,
2022-09-27,19110.546875,17829.08710133165,,,,
2022-09-28,19426.720703125,18135.440572058378,,,,
2022-09-29,19573.05078125,20403.949936108776,,,,
2022-09-30,19431.7890625,20358.61949755334,,,,
2022-10-01,,,20358.61949755334,1928.3313724697437,16579.15945725395,24138.07953785273
2022-10-02,,,22106.013507708336,2592.585489620524,18326.553467408947,25885.473548007725
2022-10-03,,,20938.054759716066,3635.0391752486607,15856.680573218695,26019.428946213437
2022-10-04,,,18230.218045713664,4439.090006994005,11105.672179834106,25354.76391159322
2022-10-05,,,17448.226864283966,5118.352310538578,8747.770326444059,26148.683402123876
2022-10-06,,,18424.477467830846,5717.476773839767,8392.691278987862,28456.26365667383
2022-10-07,,,18797.538698032862,6259.516829915769,7591.490138862659,30003.587257203064
2022-10-08,,,17726.746902314844,7756.4360899230105,5458.319355057605,29995.174449572085
2022-10-09,,,16584.319521994836,8904.979249403592,1381.9841373590552,31786.654906630618
2022-10-10,,,15675.4431278191,10329.03124831394,-1777.9954840884639,33128.88173972667
2022-10-11,,,16168.451681480465,11579.25375941745,-4076.0775604036553,36412.98092336459
2022-10-12,,,15777.429848021062,12707.059011483358,-6917.490488287165,38472.35018432929
2022-10-13,,,17185.738898179305,13742.619103273497,-7719.639113753219,42091.11691011183
2022-10-14,,,17940.875170019848,14705.434740734288,-8994.16332564834,44875.91366568804
2022-10-15,,,16566.895528429202,16883.214486756,-12255.226940414112,45389.01799727252
2022-10-16,,,15100.450837771912,18675.854508901448,-17990.04149953474,48190.94317507856
2022-10-17,,,13988.909206573595,20853.326845870197,-22615.093011383222,50592.911424530415
2022-10-18,,,14534.834462896479,22823.99919917031,-26336.93511285135,55406.604038644306
2022-10-19,,,14377.404557035494,24637.545298725745,-30356.811856509346,59111.620970580334
2022-10-20,,,16220.717617447292,26326.45698246916,-32067.983835529296,64509.41907042388
2022-10-21,,,16922.767292251458,27913.3666216176,-34676.14023393113,68521.67481843404
2022-10-22,,,15116.218902233986,30898.814578475947,-39592.974363398986,69825.41216786696
2022-10-23,,,13251.876534068106,33463.56107420942,-47308.687204725924,73812.44027286214
2022-10-24,,,11717.734613990013,36480.8577449285,-53869.639885916935,77305.10911389696
2022-10-25,,,12380.135102084927,39266.98414500502,-59121.03220310403,83881.30240727388
2022-10-26,,,12357.726642642258,41868.115623734986,-64604.14806307292,89319.60134835744
2022-10-27,,,14354.32643505579,44316.83842424692,-67705.67228802353,96414.3251581351
2022-10-28,,,15559.244179381532,46637.16575821449,-71300.16304082322,102418.65139958629
2022-10-29,,,13294.003586986393,50411.24557296238,-78113.16164013866,104701.16881411144
2022-10-30,,,11096.404839741694,53757.75894711739,-87707.82089906881,109900.6305785522
2022-10-31,,,9311.783024919998,57576.62907707275,-96051.48840101596,114675.05445085594
